"Year";"Month";"Alliz_Maso_Strimo_Osservatore";"Andalo";"Anterivo_Osservatore";"Anterselva_di_Mezzo_Osservatore";"Belvedere_sas_bece_";"Bondone_viote";"Braies_Ferrara_Osservatore";"Bronzolo_Osservatore";"Buffaure";"Campiglio_pradalago";"Canazei_ciampac";"Caoria";"Casere_di_Fuori_Osservatore";"Col_verde";"Corona_Cortaccia_Osservatore";"Costalovara_Osservatore";"Diga_di_Gioveretto_Osservatore";"Diga_di_Neves_Osservatore";"Diga_di_Quaira_Osservatore";"Diga_di_Valdaora_Osservatore";"Diga_di_Vizze_Osservatore";"Diga_di_Zoccolo_Osservatore";"Dossioli_pra_alpesina";"Favogna_di_sotto_Osservatore";"Fie_allo_Sciliar_Osservatore";"Fleres_Osservatore";"Folgaria_passo_sommo";"Folgarida_malghet_aut";"Fontana_Bianca";"Fortezza_Osservatore";"Fundres_Osservatore";"Groste_";"La_Villa_in_Badia_Osservatore";"Lago_di_calaita";"Lago_Verde_Osservatore";"Lazfons_Osservatore";"Longiaru_Osservatore";"Lusia";"Luson_Osservatore";"Maia_Alta_Osservatore";"Malga_baessa";"Malga_bissina";"Malga_val_cigolera";"Malga_zugna";"Marmolada";"Masi_lozen";"Mazia_Osservatore";"Melago_Osservatore";"Meltina_Osservatore";"Molini_di_Tures_Osservatore";"Monte_bondone_vason_palon";"Monte_Maria_Osservatore";"Nova_Levante_Osservatore";"Nova_Ponente_Maso_di_sopra_Osservatore";"Ora_Osservatore";"Ortisei_Osservatore";"Paganella";"Pampeago";"Pampeago_monsorno";"Pampeago_tresca";"Panarotta";"Paneveggio";"Passo_brocon_malga_marande";"Passo_durone";"Passo_fedaia";"Passo_rolle";"Passo_san_pellegrino";"Passo_san_valentino";"Passo_tonale_scuola_pat";"Passo_valles";"Pejo_tarlenta";"Pennes_Osservatore";"Pinzolo_grual";"Plata_Osservatore";"Pozza_di_fassa";"Prato_allo_Stelvio_Osservatore";"Predazzo_gardone";"Presena";"Rabbi";"Racines_di_Dentro_Osservatore";"Redagno_Osservatore";"Ridanna_Osservatore";"Rifiano_Beobachter";"Rifugio_trivena";"Roia_di_Fuori_Osservatore";"Rumo";"S_Cassiano_Osservatore";"S_Genesio_Atesino_Osservatore";"S_Leonardo_in_Passiria_Osservatore";"S_Maddalena_in_Casies_Osservatore";"S_Martino_in_Passiria_Osservatore";"S_Pancrazio_Osservatore";"S_Valentino_alla_Muta_Osservatore";"S_Valpurga_d_Ultimo_Osservatore";"S_Vito_di_Braies_Osservatore";"San_Candido_Osservatore";"San_martino_di_castrozza";"San_Martino_Osservatore";"Scena_Osservatore";"Sesto_Osservatore";"Silandro_Convento_Osservatore";"Slingia_Osservatore";"Terento_Osservatore";"Terme_di_Brennero_Osservatore";"Tremalzo";"Trento_citta_";"Val_noana_diga";"Vallarsa_pian_fugazze";"Valles_osservatore";"Valluzza_Osservatore";"Vanga_Osservatore";"Vermiglio";"Vigo_di_fassa_ciampedie";"Villa_welsperg";"Vipiteno_osservatore"
1986;12;13;9;6;0;25;10;12;0;25;NA;21;NA;9;NA;5;NA;15;32;10;13;16;3;NA;1;2;NA;NA;NA;16;3;11;NA;17;NA;14;4;18;26;6;0;NA;20;NA;NA;NA;NA;11;24;3;7;NA;9;NA;8;11;10;29;20;14;21;NA;13;16;NA;NA;23;28;NA;14;22;27;14;NA;3;11;2;14;NA;11;12;10;32;1;NA;29;NA;19;NA;NA;14;2;3;18;NA;17;13;16;10;0;12;1;17;5;7;NA;NA;12;NA;NA;9;3;NA;NA;6;10
1987;1;23;25;24;0;79;35;35;6;48;NA;65;30;19;NA;9;NA;40;68;35;29;22;12;NA;2;4;NA;49;72;38;3;29;65;36;43;30;13;17;78;19;2;28;57;72;NA;NA;37;19;45;5;20;47;16;NA;27;NA;25;56;46;50;65;66;36;38;NA;NA;67;48;39;32;62;36;45;30;9;40;8;33;NA;29;43;27;67;1;NA;61;20;36;NA;NA;34;3;12;27;NA;49;29;47;28;2;39;3;37;13;31;44;NA;46;63;NA;22;13;NA;54;14;0
1987;2;35;40;32;0;111;76;39;0;82;NA;97;44;32;NA;8;NA;92;88;87;12;26;39;NA;6;2;NA;87;129;94;0;34;124;42;65;81;8;16;116;12;0;49;130;111;NA;NA;55;12;80;5;11;112;15;NA;34;0;22;134;84;81;115;119;55;80;NA;NA;115;92;88;96;120;80;59;91;12;45;6;41;NA;60;58;41;73;0;103;63;45;43;NA;NA;31;0;6;25;NA;40;31;80;35;1;53;1;63;10;47;107;NA;63;98;NA;34;8;NA;84;21;0
1987;3;32;40;32;0;145;77;28;0;96;NA;103;39;23;NA;2;NA;83;99;102;2;33;33;NA;0;0;NA;91;161;102;0;28;160;30;83;79;1;9;143;2;0;53;133;118;NA;NA;51;6;89;2;3;176;9;NA;26;0;3;176;92;90;152;142;57;99;NA;NA;164;102;103;104;141;87;67;97;1;47;1;31;NA;53;53;41;70;0;157;96;13;38;NA;NA;34;0;3;32;NA;16;25;87;27;0;49;0;57;4;70;107;NA;52;105;NA;31;2;NA;120;14;0
1987;4;7;NA;1;0;NA;41;8;0;NA;NA;123;NA;3;NA;0;NA;79;63;140;1;4;4;NA;0;0;NA;38;NA;91;0;2;NA;8;NA;78;0;5;NA;0;0;NA;111;NA;NA;NA;NA;0;71;1;0;NA;1;NA;8;0;1;169;77;NA;NA;288;30;71;NA;NA;174;NA;40;88;151;89;33;NA;2;27;0;1;NA;12;14;12;36;0;NA;66;NA;10;NA;NA;6;0;0;6;NA;5;2;55;10;0;12;0;17;2;49;NA;NA;7;49;NA;8;0;NA;NA;NA;0
1987;5;1;NA;1;0;NA;NA;2;0;NA;NA;NA;NA;2;NA;1;NA;18;3;36;1;1;1;NA;0;1;NA;NA;NA;11;0;1;NA;1;NA;21;1;2;NA;1;0;NA;59;NA;NA;NA;NA;3;11;1;1;NA;1;NA;1;0;2;47;NA;NA;NA;NA;NA;NA;NA;NA;50;NA;NA;NA;88;NA;2;NA;0;NA;1;NA;NA;NA;2;2;3;0;NA;3;NA;1;NA;NA;3;0;0;1;NA;3;1;0;1;0;2;0;2;1;2;NA;NA;NA;NA;NA;2;0;NA;NA;NA;0
1987;6;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;1;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1987;7;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1987;8;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1987;9;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;0;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1987;10;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;4;0;0;NA;0;0;NA;0;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1987;11;9;NA;6;0;NA;NA;5;0;NA;NA;NA;NA;6;NA;2;NA;13;11;15;4;8;6;NA;4;1;NA;NA;NA;16;0;5;NA;14;NA;17;4;12;NA;0;0;NA;18;NA;NA;NA;NA;4;11;2;2;NA;4;NA;11;0;5;48;NA;NA;NA;NA;13;NA;NA;NA;25;NA;NA;32;19;NA;6;NA;3;NA;1;NA;NA;NA;6;12;9;0;NA;8;NA;16;NA;NA;2;0;0;3;NA;11;6;15;6;0;17;0;9;3;2;NA;NA;NA;NA;NA;8;1;NA;NA;NA;1
1987;12;17;22;8;0;141;34;16;0;50;NA;76;NA;19;NA;5;NA;43;30;56;6;20;23;NA;0;1;NA;NA;NA;51;0;10;NA;44;NA;56;5;4;75;0;0;19;68;NA;NA;NA;15;5;25;4;6;NA;6;NA;17;0;14;80;46;48;73;NA;35;39;NA;NA;106;72;41;63;76;44;16;NA;5;25;2;9;NA;23;19;21;27;1;NA;18;NA;58;NA;NA;11;0;0;7;NA;40;16;52;12;0;53;1;26;4;0;NA;NA;17;34;NA;18;0;NA;NA;7;0
1988;1;17;20;2;0;83;22;20;1;49;NA;61;1;17;NA;4;NA;32;33;46;8;9;28;NA;12;1;NA;21;59;45;1;10;76;38;38;44;3;52;78;3;0;10;73;71;NA;NA;6;2;32;3;7;39;6;6;13;NA;11;73;50;43;64;54;32;30;NA;NA;82;61;17;68;76;51;17;46;5;24;3;7;NA;29;21;18;39;0;NA;19;9;54;NA;NA;9;0;1;15;NA;22;15;47;17;0;41;0;29;6;25;NA;NA;20;26;NA;14;1;NA;49;9;3
1988;2;38;30;5;0;120;50;46;1;78;NA;82;3;29;NA;5;NA;76;110;97;24;34;44;NA;8;1;NA;28;112;76;0;41;127;50;62;71;5;72;110;12;0;21;147;114;NA;NA;18;3;87;3;12;92;38;21;25;0;25;153;80;75;109;120;55;80;NA;NA;164;99;33;116;115;98;57;104;19;42;5;10;NA;56;49;34;82;0;94;44;29;73;NA;NA;25;0;1;38;NA;32;34;88;43;0;50;0;67;13;86;NA;NA;37;31;NA;31;1;NA;88;19;8
1988;3;25;12;0;0;117;37;26;0;70;NA;84;9;10;NA;1;NA;61;107;78;11;24;12;NA;0;0;NA;15;102;54;0;25;124;24;52;44;1;61;104;1;0;9;120;96;NA;NA;7;1;80;1;2;81;22;0;15;0;2;132;68;65;112;119;46;73;NA;NA;153;85;18;89;106;79;57;81;1;36;1;3;NA;23;37;24;76;0;84;68;10;57;NA;NA;18;0;0;24;NA;13;18;75;25;0;33;0;43;4;65;NA;NA;15;26;NA;21;0;NA;80;8;0
1988;4;8;NA;0;0;NA;27;2;0;NA;NA;NA;NA;4;NA;0;NA;47;62;74;0;1;0;NA;0;0;NA;NA;NA;46;0;0;NA;3;NA;61;0;17;NA;0;0;NA;109;NA;NA;NA;NA;1;72;0;0;NA;3;0;3;0;0;142;27;NA;NA;180;8;24;NA;NA;132;NA;8;86;123;NA;23;NA;0;6;0;NA;NA;3;5;5;30;0;NA;55;NA;0;NA;NA;2;0;0;7;NA;1;0;35;2;0;6;0;12;0;3;NA;NA;2;NA;NA;0;0;NA;NA;NA;0
1988;5;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;8;0;0;NA;0;0;NA;0;NA;NA;NA;NA;0;0;0;0;NA;0;0;0;0;0;42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1988;6;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;1;0;4;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;5;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1988;7;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1988;8;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1988;9;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;0;NA;NA;NA;NA;0;0;0;0;NA;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1988;10;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;0;NA;NA;NA;NA;0;0;0;0;NA;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1988;11;1;NA;0;5;NA;NA;3;0;NA;NA;NA;NA;0;NA;0;NA;0;4;0;0;1;0;NA;0;0;NA;NA;NA;0;0;3;NA;1;NA;1;0;1;NA;3;0;NA;0;NA;NA;NA;NA;0;1;0;1;NA;0;1;1;0;4;2;NA;NA;NA;NA;2;NA;NA;NA;3;NA;NA;1;2;NA;1;NA;1;NA;0;NA;NA;NA;0;2;2;0;NA;1;NA;1;NA;NA;2;0;0;0;NA;1;3;1;2;0;0;0;0;2;7;NA;NA;NA;NA;NA;2;0;NA;NA;NA;1
1988;12;9;3;0;17;27;5;10;0;13;NA;22;NA;14;NA;1;NA;19;29;20;3;6;1;NA;0;0;NA;NA;NA;19;0;13;NA;4;NA;9;1;11;22;2;0;NA;28;NA;NA;NA;NA;2;19;2;6;NA;1;4;4;0;6;24;11;13;23;NA;9;8;NA;NA;22;26;NA;35;32;25;22;NA;2;7;1;1;NA;5;12;7;30;0;NA;33;NA;12;NA;NA;14;0;0;7;NA;5;8;2;9;0;12;0;13;5;39;NA;NA;4;NA;9;2;0;NA;NA;2;1
1989;1;5;1;0;6;14;0;6;0;10;NA;20;1;1;NA;0;NA;10;28;14;0;0;0;NA;0;0;NA;2;17;9;0;11;18;1;6;0;0;12;13;0;0;1;14;11;NA;NA;2;0;15;0;2;7;0;0;2;NA;4;12;7;8;13;8;5;5;NA;NA;18;12;2;18;20;15;25;8;0;1;0;0;NA;1;14;2;33;0;NA;39;2;13;NA;NA;8;0;0;1;NA;1;3;0;6;0;6;0;8;2;2;NA;NA;1;NA;NA;0;0;NA;7;1;0
1989;2;8;13;5;3;17;9;7;0;14;NA;22;7;4;NA;10;NA;10;13;19;2;6;10;NA;4;2;NA;10;23;14;1;8;22;4;11;17;2;12;17;2;0;6;24;17;NA;NA;6;1;20;1;11;16;3;5;6;1;4;17;11;13;17;19;8;12;NA;NA;19;15;12;26;25;12;31;11;10;5;4;2;NA;8;17;7;38;1;15;37;18;12;NA;NA;4;3;4;6;NA;6;6;12;11;1;8;0;13;2;1;NA;NA;9;18;NA;4;2;NA;13;3;1
1989;3;12;7;7;20;62;25;19;0;39;NA;45;4;6;NA;3;NA;29;25;75;6;10;19;NA;10;1;NA;17;55;46;0;6;63;12;32;53;3;17;58;2;0;15;60;51;NA;NA;11;1;38;1;2;56;4;13;13;0;4;80;25;37;61;69;32;45;NA;NA;70;43;15;56;55;32;39;43;12;21;2;2;NA;14;15;15;34;0;49;39;24;24;NA;NA;7;3;7;13;NA;19;18;36;18;0;11;0;22;2;0;NA;NA;13;29;NA;10;2;NA;44;7;1
1989;4;3;NA;0;0;NA;16;1;0;NA;NA;NA;NA;2;NA;0;NA;0;14;117;0;2;0;NA;0;0;NA;NA;NA;57;0;1;NA;2;NA;129;0;1;NA;0;0;NA;86;NA;NA;NA;NA;2;28;0;0;NA;1;2;0;0;0;86;19;NA;NA;64;3;10;NA;NA;69;NA;NA;75;94;NA;2;NA;0;2;0;NA;NA;2;1;2;4;0;NA;3;NA;1;NA;NA;0;0;0;2;NA;0;0;0;1;0;0;0;8;0;9;NA;NA;0;NA;NA;1;0;NA;NA;NA;0
1989;5;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;3;75;0;0;0;NA;0;0;NA;NA;NA;24;0;0;NA;0;NA;114;0;0;NA;0;0;NA;30;NA;NA;NA;NA;0;0;0;0;NA;0;0;0;0;0;57;NA;NA;NA;NA;NA;NA;NA;NA;75;NA;NA;NA;50;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1989;6;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;2;3;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;38;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;1;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1989;7;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1989;8;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;NA;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1989;9;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;0;NA;NA;NA;NA;0;0;0;0;NA;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1989;10;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;0;NA;NA;NA;NA;0;0;0;0;NA;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1989;11;2;2;3;0;NA;NA;3;0;NA;NA;NA;NA;5;NA;0;0;22;4;20;0;0;1;NA;0;0;NA;NA;NA;20;0;0;NA;18;NA;21;0;13;NA;0;0;NA;12;NA;NA;NA;NA;2;5;0;0;NA;0;17;6;0;0;40;25;NA;NA;NA;15;18;NA;NA;54;NA;NA;25;34;NA;4;NA;0;15;0;10;NA;4;6;7;0;0;NA;3;NA;19;NA;NA;0;0;0;1;NA;6;2;10;0;0;10;0;0;0;0;NA;NA;NA;NA;NA;2;0;NA;NA;NA;1
1989;12;3;0;0;0;20;3;1;0;3;NA;16;NA;1;NA;0;0;19;7;19;0;0;0;NA;0;0;NA;NA;NA;11;0;1;NA;0;NA;37;0;0;13;0;0;NA;3;NA;NA;NA;NA;0;12;0;0;NA;0;NA;1;0;0;19;5;7;18;NA;4;5;NA;NA;20;11;0;12;24;9;1;NA;0;7;0;4;NA;1;4;1;0;0;NA;7;NA;9;NA;NA;1;0;0;2;NA;4;1;3;0;0;5;0;4;0;0;NA;NA;1;NA;NA;0;0;NA;NA;0;0
1990;1;7;0;0;1;10;1;1;0;5;NA;23;0;1;NA;0;0;22;16;40;0;1;1;NA;0;0;NA;1;20;10;0;4;22;0;3;54;0;1;10;0;0;0;9;7;NA;NA;0;1;26;0;0;6;2;NA;0;NA;0;9;4;9;16;6;0;2;NA;NA;14;7;0;15;19;23;2;8;1;0;0;2;NA;1;8;1;2;0;NA;16;1;0;NA;NA;2;0;0;7;NA;0;1;1;1;0;0;0;10;0;2;1;NA;0;0;NA;0;0;NA;8;0;1
1990;2;26;1;0;23;16;1;12;0;12;NA;26;2;15;NA;2;1;32;40;79;8;3;3;NA;1;1;NA;1;54;20;1;10;40;8;5;86;1;6;17;2;0;1;46;14;NA;NA;1;11;72;1;12;21;24;NA;3;0;1;33;9;18;25;16;1;5;NA;NA;31;14;1;45;33;44;18;13;2;1;3;1;NA;4;36;4;15;0;33;59;16;3;NA;NA;18;1;2;42;NA;5;8;5;14;1;2;3;39;3;0;5;NA;1;1;39;1;1;NA;11;2;10
1990;3;15;3;1;10;17;3;7;0;9;NA;23;1;11;NA;0;0;25;25;63;2;1;1;NA;2;0;NA;6;64;10;0;1;36;5;6;99;0;2;15;0;0;5;20;12;NA;NA;6;3;87;0;1;19;2;NA;1;0;0;13;8;12;23;18;6;10;NA;NA;17;13;8;32;23;29;10;15;0;2;0;5;148;1;37;3;4;0;29;84;3;4;NA;NA;16;0;0;26;NA;2;5;4;2;0;4;0;31;0;0;NA;NA;3;11;28;0;0;NA;19;1;8
1990;4;3;NA;0;0;NA;3;0;0;NA;NA;41;NA;2;NA;0;0;10;6;75;0;0;0;NA;0;0;NA;NA;NA;24;0;0;NA;0;NA;132;0;0;NA;0;0;NA;29;NA;NA;NA;NA;2;37;0;0;NA;1;NA;0;0;0;69;10;NA;NA;43;2;6;NA;NA;46;NA;NA;32;56;NA;1;NA;0;0;0;NA;238;2;1;1;0;0;NA;42;NA;0;NA;NA;0;0;0;1;NA;0;0;2;1;0;0;0;2;0;0;NA;NA;0;5;NA;0;0;NA;NA;NA;1
1990;5;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;0;0;0;10;0;0;0;NA;0;0;NA;NA;NA;1;0;0;NA;0;NA;61;0;0;NA;0;0;NA;1;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;1;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1990;6;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;2;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1990;7;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
1990;8;0;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;0;NA;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;NA;0;0;0;NA;0;NA;0;0;0;NA;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;0;NA;0;NA;NA;NA;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;NA;0
